product_type,sku,price,availability,number_of_products_sold,revenue_generated,customer_demographics,stock_levels,lead_time_alt,order_quantities,shipping_times,shipping_carriers,shipping_costs,supplier_name,location,lead_time,production_volumes,manufacturing_lead_time,manufacturing_costs,inspection_results,defect_rates,transportation_modes,routes,costs,total_cost,profit,delay_risk,stock_risk
skincare,SKU1947,13.99,16,788,11031.620297,Male,175,23,42,11,Carrier C,13.7717119475,Supplier 2,Chennai,40,393,10,80.6068684198,Pass,2.688413630947413,Rail,Route B,130.276905,94.37858036729999,10937.2417166327,1,1
haircare,SKU1948,63.96,13,232,13908.432927,Non-binary,45,47,67,1,Carrier A,19.7391257407,Supplier 1,Delhi,20,792,39,39.9273739447,Pass,1.912561248438263,Road,Route C,238.278807,59.6664996854,13848.7664273146,0,1
haircare,SKU1949,79.71,31,853,73097.24439,Non-binary,105,53,94,2,Carrier A,6.1453672603,Supplier 3,Chennai,34,1043,29,95.6605944372,Pass,3.752477347350526,Rail,Route A,851.024299,101.80596169750001,72995.43842830251,1,1
skincare,SKU1950,96.21,3,806,78341.675024,Female,95,45,181,9,Carrier C,12.2904103796,Supplier 4,Delhi,14,1241,6,74.0855419892,Pending,3.104494582661416,Sea,Route A,788.270189,86.3759523688,78255.29907163119,0,1
skincare,SKU1951,19.75,77,405,8688.463017,Female,83,59,21,10,Carrier A,1.6354988887,Supplier 3,Mumbai,52,1267,37,61.8375025873,Pass,4.37095703813757,Rail,Route C,546.988809,63.473001476,8624.990015524,1,1
skincare,SKU1952,94.03,76,194,18486.102098,Male,17,16,28,9,Carrier B,14.2912828931,Supplier 3,Bangalore,26,509,14,97.6079179625,Pass,4.283823692278684,Road,Route B,541.719516,111.8992008556,18374.202897144398,0,1
haircare,SKU1953,77.69,49,182,15111.361631,Female,129,11,17,3,Carrier A,12.8742059753,Supplier 1,Delhi,30,1300,40,83.5476808345,Pending,0.442779285272104,Air,Route B,229.59986,96.4218868098,15014.9397441902,0,1
skincare,SKU1954,30.76,63,312,10126.880105,Male,137,39,59,4,Carrier B,15.4664042035,Supplier 1,Chennai,5,416,13,92.3399219423,Pending,2.258981738196385,Sea,Route A,474.471173,107.8063261458,10019.073778854201,0,1
haircare,SKU1955,42.97,26,203,8025.463947,Non-binary,0,55,40,6,Carrier B,12.8540861118,Supplier 1,Kolkata,28,483,40,84.0562462479,Pending,1.806331860203662,Rail,Route B,299.809946,96.9103323597,7928.5536146403,0,1
skincare,SKU1956,23.12,10,620,13441.112865,Male,58,1,125,9,Carrier C,12.2452875344,Supplier 2,Delhi,36,1066,34,72.9651947523,Pass,2.513832275937994,Road,Route B,662.255627,85.2104822867,13355.902382713299,1,1
haircare,SKU1957,74.31,4,249,19463.256677,Female,50,8,10,8,Carrier C,7.5950536219,Supplier 4,Mumbai,55,998,49,45.1272928692,Pending,4.715311840829105,Rail,Route C,885.074332,52.7223464911,19410.5343305089,1,1
haircare,SKU1958,28.82,100,836,26180.477198,Female,94,58,195,13,Carrier A,9.6722580093,Supplier 3,Bangalore,44,1214,45,31.980885371,Fail,3.681209618906538,Road,Route B,810.939967,41.6531433803,26138.8240546197,1,1
haircare,SKU1959,22.49,45,860,18883.441581,Female,69,36,93,1,Carrier B,11.6240766995,Supplier 3,Bangalore,21,1248,57,40.9703021721,Pending,4.435529595570941,Road,Route A,123.100734,52.5943788716,18830.8472021284,0,1
haircare,SKU1960,74.01,2,753,60336.392164,Non-binary,47,14,61,10,Carrier A,8.1851460143,Supplier 3,Bangalore,22,168,54,25.6021785149,Pass,1.933617272101548,Road,Route B,218.201659,33.7873245292,60302.6048394708,0,1
cosmetics,SKU1961,19.31,13,853,16284.820337,Non-binary,12,30,41,5,Carrier C,5.5816065482,Supplier 5,Bangalore,46,1249,47,47.0030007565,Pending,1.235444863000019,Road,Route A,146.963391,52.5846073047,16232.2357296953,1,1
haircare,SKU1962,44.88,16,243,11875.006522,Unknown,99,22,190,2,Carrier A,5.9928973521,Supplier 1,Chennai,13,541,11,25.7584503565,Pending,3.584153676348126,Rail,Route A,338.692398,31.7513477086,11843.2551742914,0,1
haircare,SKU1963,69.18,32,506,37400.311347,Female,92,43,19,13,Carrier C,16.6860447978,Supplier 5,Mumbai,47,108,52,67.8402273273,Pending,1.381439378893015,Rail,Route C,507.447964,84.52627212510001,37315.785074874904,1,1
cosmetics,SKU1964,33.64,61,285,9633.627499,Non-binary,180,6,18,12,Carrier B,14.6402606246,Supplier 2,Delhi,48,882,14,53.8430027163,Pass,0.515955753749764,Road,Route A,627.703861,68.4832633409,9565.1442356591,1,1
haircare,SKU1965,28.4,16,519,13997.740682,Female,35,53,101,12,Carrier B,12.3539402266,Supplier 3,Kolkata,42,1498,52,91.8787046496,Pending,0.859533848487823,Road,Route B,471.212062,104.2326448762,13893.5080371238,1,1
skincare,SKU1966,76.2,27,520,40915.412462,Non-binary,139,22,60,14,Carrier C,3.027536423,Supplier 2,Bangalore,54,1120,36,77.0959123469,Pending,2.206547087587327,Road,Route C,637.900437,80.1234487699,40835.2890132301,1,1
cosmetics,SKU1967,13.62,57,115,1612.00472,Female,30,22,147,2,Carrier A,17.6724102893,Supplier 2,Mumbai,37,1044,23,46.6762846851,Pass,3.61380075274563,Road,Route C,194.366048,64.3486949744,1547.6560250256,1,1
haircare,SKU1968,61.88,33,905,60342.522826,Female,12,13,51,12,Carrier B,14.2250702561,Supplier 3,Chennai,40,735,49,74.2135490435,Fail,0.162940148964389,Road,Route B,973.214042,88.43861929959999,60254.0842067004,1,1
cosmetics,SKU1969,11.07,32,540,5414.188735,Non-binary,108,8,151,14,Carrier C,7.1503359348,Supplier 3,Bangalore,26,256,26,70.2196419527,Fail,0.147500559181023,Sea,Route A,478.414073,77.3699778875,5336.8187571125,0,1
haircare,SKU1970,52.38,92,850,42380.862461,Male,158,22,84,4,Carrier A,5.203978397,Supplier 1,Bangalore,12,156,57,93.013880927,Pending,2.535375091964866,Air,Route C,872.2616,98.217859324,42282.644601675995,0,1
haircare,SKU1971,78.33,19,316,26765.354714,Female,20,26,109,12,Carrier C,13.8598896535,Supplier 4,Delhi,8,581,51,26.3634830469,Pass,0.894500840112695,Air,Route A,203.499574,40.2233727004,26725.131341299602,0,1
haircare,SKU1972,62.77,37,379,24268.757556,Male,119,16,59,12,Carrier C,18.0701064258,Supplier 2,Kolkata,50,1193,11,36.5945810174,Pending,3.728892434917308,Air,Route C,653.376564,54.6646874432,24214.0928685568,1,1
haircare,SKU1973,49.55,88,833,38951.764222,Unknown,33,26,193,2,Carrier B,5.2217815822,Supplier 4,Delhi,57,1063,14,40.7268690924,Fail,0.785009843584296,Air,Route A,529.018607,45.9486506746,38905.815571325395,1,1
haircare,SKU1974,14.05,63,352,5419.752213,Female,60,13,127,2,Carrier B,6.9593767642,Supplier 5,Kolkata,42,242,6,54.0756486353,Fail,2.52019821541845,Road,Route C,447.911172,61.0350253995,5358.7171876004995,1,1
cosmetics,SKU1975,91.57,2,462,41938.062487,Male,119,40,160,6,Carrier C,14.9085431273,Supplier 5,Kolkata,9,840,45,85.262012907,Pass,4.124867646034137,Rail,Route C,265.073368,100.1705560343,41837.8919309657,0,1
haircare,SKU1976,45.77,34,171,8444.391791,Non-binary,164,3,18,4,Carrier B,12.2064041696,Supplier 3,Mumbai,29,1484,24,99.061148039,Fail,3.701450461894543,Road,Route B,132.499101,111.26755220860001,8333.1242387914,0,1
cosmetics,SKU1977,93.22,11,357,31888.334199,Non-binary,79,59,108,2,Carrier A,9.6247568443,Supplier 3,Bangalore,36,90,40,80.6934417249,Pending,0.928045502834586,Road,Route C,963.373712,90.31819856919999,31798.0160004308,1,1
skincare,SKU1978,91.21,61,438,42302.79929,Male,60,33,177,3,Carrier B,11.5886574469,Supplier 3,Kolkata,48,1241,23,16.513115118,Fail,3.851319330180302,Road,Route C,627.966179,28.101772564900003,42274.6975174351,1,1
cosmetics,SKU1979,82.46,93,772,64282.372319,Unknown,182,35,66,5,Carrier C,4.2127089136,Supplier 2,Bangalore,28,179,51,75.7813181654,Pass,4.51634375278998,Air,Route B,714.359125,79.99402707899999,64202.378291921,0,1
haircare,SKU1980,29.97,9,640,19870.858186,Male,84,18,148,11,Carrier A,14.0585597121,Supplier 2,Bangalore,17,352,12,39.5459481489,Pending,4.466624504905216,Sea,Route C,527.525111,53.604507861,19817.253678139,0,1
skincare,SKU1981,89.69,50,693,57293.311903,Female,43,45,107,3,Carrier A,16.1027865909,Supplier 5,Delhi,16,613,24,71.4943819775,Pending,1.286080816151294,Air,Route C,736.465535,87.5971685684,57205.7147344316,0,1
cosmetics,SKU1982,82.89,12,280,21901.977141,Male,192,54,195,5,Carrier C,11.4157884782,Supplier 1,Mumbai,16,696,41,95.8876668227,Pending,4.085727736068423,Road,Route A,681.906478,107.3034553009,21794.6736856991,0,1
haircare,SKU1983,36.21,38,319,10742.429619,Female,82,21,41,12,Carrier C,18.9341813203,Supplier 1,Bangalore,25,200,56,80.8947048821,Pass,2.445447224528889,Road,Route C,412.598073,99.8288862024,10642.6007327976,0,1
cosmetics,SKU1984,81.37,2,934,80207.019809,Female,68,18,57,1,Carrier B,5.4689885922,Supplier 2,Delhi,18,548,16,99.6707516845,Fail,3.917719153791141,Sea,Route A,211.545896,105.13974027670001,80101.8800687233,0,1
skincare,SKU1985,81.61,13,388,28541.252436,Female,109,18,93,1,Carrier A,10.8528296421,Supplier 5,Chennai,28,389,34,54.0192323579,Pass,3.687667515127807,Rail,Route C,314.79533,64.872062,28476.380374,0,1
haircare,SKU1986,68.28,47,489,33002.285319,Non-binary,85,33,195,1,Carrier A,2.728534742,Supplier 1,Mumbai,55,705,39,72.1550087316,Pass,2.448904466082477,Rail,Route B,232.498455,74.8835434736,32927.4017755264,1,1
haircare,SKU1987,52.71,19,800,42769.604403,Female,98,56,38,6,Carrier A,10.3826757724,Supplier 4,Bangalore,11,899,57,58.34356808,Fail,2.642067266418974,Air,Route B,854.839082,68.7262438524,42700.8781591476,0,1
haircare,SKU1988,53.31,8,230,12191.939936,Female,66,20,187,14,Carrier B,8.7598478392,Supplier 4,Kolkata,23,703,56,69.4302085862,Pass,0.109952032446135,Road,Route B,738.465437,78.1900564254,12113.749879574601,0,1
skincare,SKU1989,16.84,84,996,15249.39961,Female,130,21,192,10,Carrier C,19.8885994581,Supplier 4,Chennai,44,940,17,89.0066089653,Pass,4.505503420055631,Road,Route B,565.318388,108.8952084234,15140.5044015766,1,1
skincare,SKU1990,20.67,26,710,15507.799249,Non-binary,74,56,28,2,Carrier A,3.086325855,Supplier 2,Bangalore,39,738,35,54.9715829785,Pending,0.641683181867622,Road,Route C,194.905959,58.0579088335,15449.7413401665,1,1
cosmetics,SKU1991,21.28,31,800,16049.643655,Non-binary,194,51,131,10,Carrier C,8.173969618,Supplier 3,Delhi,38,502,15,17.7230150596,Pending,2.585795418809308,Air,Route C,301.240205,25.896984677600003,16023.7466703224,1,1
haircare,SKU1992,50.77,50,569,26849.319512,Male,195,13,40,12,Carrier B,18.7737920126,Supplier 2,Bangalore,10,325,32,90.1786358015,Pending,4.424021208324622,Road,Route C,693.266925,108.95242781409999,26740.3670841859,0,1
cosmetics,SKU1993,73.91,17,835,64414.36854,Non-binary,114,6,51,13,Carrier C,16.6828376131,Supplier 4,Delhi,15,654,56,49.0181135009,Fail,0.68631178590108,Road,Route A,976.018702,65.70095111399999,64348.667588886005,0,1
haircare,SKU1994,71.46,15,275,18153.673126,Female,140,16,76,5,Carrier C,5.5540514049,Supplier 3,Mumbai,54,831,11,44.591530091,Pass,4.43898350648892,Sea,Route B,172.660911,50.145581495900004,18103.5275445041,1,1
skincare,SKU1995,49.7,64,608,27713.567486,Non-binary,182,37,111,1,Carrier A,12.1838586586,Supplier 5,Delhi,47,1344,38,40.5854554766,Pass,0.297976562108661,Sea,Route B,919.222638,52.769314135200005,27660.7981718648,1,1
skincare,SKU1996,70.21,92,122,8563.647427,Female,148,57,136,12,Carrier C,1.0270272101,Supplier 3,Delhi,56,286,51,99.5684350509,Pass,4.054560384641492,Road,Route B,879.589643,100.59546226100001,8463.051964739,1,0
haircare,SKU1997,41.63,42,528,21718.045569,Male,29,37,169,5,Carrier C,5.7325995289,Supplier 4,Delhi,5,757,26,28.4481091192,Pending,0.131747882972833,Road,Route C,667.567545,34.1807086481,21683.864860351903,0,1
skincare,SKU1998,74.82,15,956,76782.651043,Unknown,151,45,28,11,Carrier A,14.151209686,Supplier 5,Mumbai,22,61,41,69.2339216637,Pass,2.045133133634416,Road,Route B,656.555091,83.3851313497,76699.2659116503,0,1
haircare,SKU1999,31.15,63,995,32461.722021,Male,29,42,25,4,Carrier B,17.7980743262,Supplier 3,Bangalore,48,1041,28,70.3646923163,Pending,4.996210495319955,Sea,Route B,771.79675,88.16276664249999,32373.5592543575,1,1
cosmetics,SKU2000,83.05,70,401,32941.419803,Female,181,13,51,12,Carrier C,6.2527634691,Supplier 2,Delhi,12,1349,51,79.1373010045,Fail,2.967083038165295,Road,Route A,459.4681,85.3900644736,32856.0297385264,0,1
haircare,SKU2001,19.34,25,618,11649.758832,Female,38,34,156,12,Carrier C,5.7909252799,Supplier 3,Mumbai,39,1413,16,19.5862270674,Pass,0.090371166325131,Road,Route C,651.034307,25.377152347299997,11624.381679652699,1,1
haircare,SKU2002,65.38,38,754,52765.98678,Male,164,58,72,3,Carrier C,4.7455217153,Supplier 3,Delhi,5,1391,28,52.3758982021,Pending,1.494592369617604,Road,Route C,704.34573,57.1214199174,52708.8653600826,0,1
skincare,SKU2003,68.43,67,845,57546.006522,Female,139,20,112,12,Carrier A,18.8953816877,Supplier 3,Chennai,41,1256,10,55.5081031919,Pending,1.885456626151285,Sea,Route B,241.882897,74.4034848796,57471.6030371204,1,1
skincare,SKU2004,83.05,94,740,64163.087526,Male,77,57,140,8,Carrier C,2.1654333787,Supplier 1,Chennai,22,1254,26,51.9377372451,Pass,0.898757203232594,Road,Route C,258.378911,54.103170623800004,64108.984355376204,0,1
cosmetics,SKU2005,9.36,5,170,1441.494958,Non-binary,154,16,139,3,Carrier C,3.2634167351,Supplier 3,Kolkata,12,1356,51,67.1814675762,Pass,2.43250602969627,Rail,Route A,158.836213,70.4448843113,1371.0500736887,0,1
haircare,SKU2006,41.57,77,422,18073.938124,Non-binary,91,59,127,2,Carrier C,13.3653186239,Supplier 4,Kolkata,5,745,14,15.0740170072,Pending,2.33795374556701,Air,Route A,530.445747,28.4393356311,18045.4987883689,0,1
skincare,SKU2007,82.02,58,409,35078.137212,Non-binary,36,54,194,2,Carrier B,8.3091873879,Supplier 3,Kolkata,27,1017,13,28.9186144347,Pass,4.962075547593643,Road,Route A,672.305006,37.2278018226,35040.9094101774,0,1
cosmetics,SKU2008,69.94,59,463,31146.625183,Male,145,25,31,12,Carrier A,6.3843361906,Supplier 5,Mumbai,10,262,11,43.035822154,Pass,0.385488932153925,Road,Route A,184.639762,49.420158344600004,31097.2050246554,0,1
cosmetics,SKU2009,74.98,27,976,79307.078524,Non-binary,82,34,79,13,Carrier C,17.7999382935,Supplier 2,Bangalore,50,439,48,99.7101571788,Pass,4.810066067145383,Sea,Route B,908.43256,117.51009547230001,79189.5684285277,1,1
skincare,SKU2010,40.3,85,630,26587.423227,Male,29,44,90,6,Carrier A,15.2435776857,Supplier 5,Delhi,18,827,46,76.8033593954,Pending,2.541341030577025,Air,Route C,309.088054,92.0469370811,26495.3762899189,0,1
skincare,SKU2011,65.24,73,64,4111.221298,Female,152,55,159,6,Carrier C,17.8267850208,Supplier 4,Delhi,53,224,37,29.7065912489,Pass,3.951924385631515,Rail,Route A,230.290752,47.5333762697,4063.6879217303003,1,0
cosmetics,SKU2012,34.76,87,856,30632.714457,Female,124,17,16,10,Carrier C,4.2871400341,Supplier 2,Mumbai,26,811,21,83.3306080568,Pending,1.159573934129793,Air,Route A,672.322699,87.61774809090001,30545.0967089091,0,1
haircare,SKU2013,83.77,12,295,26019.00962,Female,187,8,175,13,Carrier C,4.5903282082,Supplier 1,Bangalore,32,879,52,55.153767743,Pending,3.18571377084068,Rail,Route A,671.364285,59.7440959512,25959.265524048802,1,1
skincare,SKU2014,82.48,35,77,6896.496276,Unknown,95,45,85,1,Carrier B,4.6992324071,Supplier 3,Kolkata,42,1443,19,49.3615634467,Pending,0.829527682536199,Road,Route A,829.23757,54.0607958538,6842.4354801462,1,0
haircare,SKU2015,47.51,65,911,41845.692984,Female,121,49,143,9,Carrier C,7.0897001295,Supplier 2,Mumbai,55,934,53,12.7034031779,Fail,3.17305854625972,Road,Route B,623.124455,19.7931033074,41825.8998806926,1,1
skincare,SKU2016,75.07,98,675,48873.252078,Female,194,4,111,13,Carrier A,12.1675767093,Supplier 2,Chennai,48,1233,48,87.9575474286,Pending,2.138134379226415,Air,Route B,922.844666,100.1251241379,48773.1269538621,1,1
haircare,SKU2017,14.13,61,108,1569.984893,Male,55,21,64,8,Carrier C,1.902799871,Supplier 1,Bangalore,30,1185,53,67.0358638254,Pass,4.94623381111344,Road,Route C,911.449051,68.9386636964,1501.0462293036,0,1
haircare,SKU2018,37.35,17,407,16037.462894,Female,68,25,189,7,Carrier B,11.5978876188,Supplier 3,Bangalore,41,211,40,38.4369376763,Pass,2.419721989567979,Rail,Route C,956.411578,50.0348252951,15987.4280687049,1,1
haircare,SKU2019,23.78,72,829,17857.832873,Female,79,30,58,2,Carrier B,17.4564217706,Supplier 1,Bangalore,43,1267,8,22.1488289837,Pass,4.28727412990453,Road,Route A,564.54973,39.6052507543,17818.2276222457,1,1
skincare,SKU2020,27.39,90,740,21527.616228,Male,88,4,39,2,Carrier C,16.8008817596,Supplier 2,Chennai,40,436,52,17.0991384835,Fail,0.979848762552649,Rail,Route B,191.850302,33.9000202431,21493.716207756897,1,1
haircare,SKU2021,18.1,82,525,9382.844505,Male,104,44,93,6,Carrier C,16.910934568,Supplier 3,Bangalore,26,1391,30,32.4383561626,Pass,3.627558869340527,Road,Route C,205.325444,49.3492907306,9333.495214269398,0,1
skincare,SKU2022,61.04,89,968,58725.872896,Female,103,59,105,6,Carrier C,17.384537146,Supplier 5,Chennai,26,1454,37,39.0232365454,Pass,2.882427819744489,Sea,Route B,798.479423,56.4077736914,58669.465122308604,0,1
cosmetics,SKU2023,87.62,62,223,17710.874325,Male,119,50,78,13,Carrier A,10.0073957536,Supplier 1,Delhi,41,528,43,52.9616543972,Pass,2.435999807582068,Sea,Route C,409.31307,62.9690501508,17647.9052748492,1,1
skincare,SKU2024,56.16,21,394,22575.309092,Female,120,44,109,1,Carrier B,12.8471014116,Supplier 5,Kolkata,8,306,7,72.4534823339,Pass,1.20064338004259,Road,Route C,879.873219,85.3005837455,22490.0085082545,0,1
skincare,SKU2025,63.9,7,760,49025.953959,Male,117,4,122,2,Carrier B,19.0439840861,Supplier 1,Chennai,29,1003,7,79.0487482083,Pass,4.651431428673924,Road,Route C,616.123961,98.0927322944,48927.8612267056,0,1
skincare,SKU2026,28.54,29,206,5982.047752,Unknown,155,13,158,4,Carrier C,12.1384267939,Supplier 4,Mumbai,57,907,50,54.0895004649,Pending,3.82018746391077,Sea,Route B,573.511251,66.2279272588,5915.8198247412,1,1
haircare,SKU2027,66.29,18,859,57526.776525,Male,149,8,148,11,Carrier C,6.0227340288,Supplier 3,Kolkata,39,528,12,25.8036292562,Pending,0.014534745544481,Rail,Route B,347.046799,31.826363285,57494.950161715,1,1
cosmetics,SKU2028,17.5,18,69,1321.117278,Non-binary,46,59,63,7,Carrier C,10.1904297491,Supplier 2,Mumbai,51,756,46,50.2087253918,Pass,3.199471091553936,Road,Route A,786.900928,60.3991551409,1260.7181228591,1,1
haircare,SKU2029,10.67,88,267,3040.50744,Non-binary,90,27,161,11,Carrier B,1.8922267631,Supplier 3,Chennai,42,587,49,59.2075460815,Pending,0.796802907868287,Air,Route A,537.083679,61.0997728446,2979.4076671554,1,1
cosmetics,SKU2030,43.44,80,555,25791.983803,Non-binary,56,21,191,5,Carrier A,7.5257471615,Supplier 3,Chennai,5,1165,37,81.909287968,Pass,1.16852438128618,Road,Route B,965.101398,89.4350351295,25702.5487678705,0,1
skincare,SKU2031,42.7,69,285,12829.890976,Male,104,59,124,5,Carrier A,13.3896159631,Supplier 3,Bangalore,50,243,46,61.4155317549,Pass,3.480993026531736,Road,Route B,323.312526,74.805147718,12755.085828282,1,1
cosmetics,SKU2032,51.2,58,213,11104.824882,Male,158,47,36,6,Carrier B,5.7791530754,Supplier 3,Delhi,33,1069,55,37.3566744829,Pass,4.524274817647927,Sea,Route A,125.197969,43.135827558299994,11061.6890544417,1,1
haircare,SKU2033,49.69,71,747,36829.160427,Male,172,3,72,6,Carrier C,10.6872786803,Supplier 5,Bangalore,9,849,25,81.0270719984,Pending,2.302593092373279,Rail,Route C,932.904502,91.7143506787,36737.4460763213,0,1
haircare,SKU2034,60.67,26,772,47394.388227,Unknown,125,58,12,2,Carrier A,18.7261671533,Supplier 5,Chennai,17,311,39,29.9570398447,Pass,2.149498058364804,Road,Route A,815.932565,48.683206998,47345.705020002,0,1
haircare,SKU2035,44.99,22,396,17843.355265,Non-binary,92,49,25,9,Carrier C,6.8613426227,Supplier 5,Kolkata,50,1409,51,67.0224731845,Pending,2.886887952925029,Sea,Route A,115.320182,73.8838158072,17769.4714491928,1,1
skincare,SKU2036,80.29,59,810,64743.646828,Female,129,5,26,8,Carrier B,16.3443955045,Supplier 3,Kolkata,12,1085,18,77.1946463991,Pass,0.917093913711316,Road,Route B,699.17385,93.5390419036,64650.1077860964,0,1
haircare,SKU2037,37.5,74,434,14860.932499,Female,99,27,148,10,Carrier A,14.6445056849,Supplier 2,Mumbai,56,701,41,10.2889350642,Pass,4.334199156796822,Road,Route A,478.480349,24.9334407491,14835.9990582509,1,1
haircare,SKU2038,84.74,36,457,37820.784294,Male,65,18,101,5,Carrier C,9.0787478802,Supplier 3,Delhi,28,640,35,16.1549931101,Pending,2.820366453328275,Road,Route A,407.492224,25.2337409903,37795.5505530097,0,1
skincare,SKU2039,75.85,31,608,44353.148821,Non-binary,170,6,52,3,Carrier A,10.4125545548,Supplier 3,Mumbai,57,1416,7,79.2596414435,Pending,0.70398593672336,Road,Route A,969.771754,89.6721959983,44263.476625001706,1,1
haircare,SKU2040,17.45,11,474,8584.470502,Female,6,51,48,10,Carrier A,4.3313731222,Supplier 3,Mumbai,49,686,10,99.001542988,Pass,0.84166844597548,Air,Route C,387.527991,103.3329161102,8481.1375858898,1,1
haircare,SKU2041,32.83,35,133,4081.014058,Female,7,6,96,5,Carrier A,9.5083180593,Supplier 4,Chennai,53,1012,54,83.1070765134,Pass,0.514699915050672,Rail,Route C,642.222615,92.6153945727,3988.3986634273,1,1
cosmetics,SKU2042,56.65,30,419,25495.763464,Female,25,56,145,5,Carrier A,14.0463281133,Supplier 5,Kolkata,7,954,56,79.9829104036,Pending,2.703818745549436,Road,Route C,168.934826,94.0292385169,25401.7342254831,0,1
