Product type,SKU,Price,Availability,Number of products sold,Revenue generated,Customer demographics,Stock levels,Lead times,Order quantities,Shipping times,Shipping carriers,Shipping costs,Supplier name,Location,Lead time,Production volumes,Manufacturing lead time,Manufacturing costs,Inspection results,Defect rates,Transportation modes,Routes,Costs
skincare,SKU1641,15.74,21,830,13387.686992,Male,119,39,153,14,Carrier A,8.951827242,Supplier 4,Chennai,50,1283,45,21.4407072136,Fail,2.53681785968065,Rail,Route B,422.159095
haircare,SKU1642,73.0,25,579,38488.700182,Female,149,48,146,8,Carrier C,4.5987459966,Supplier 5,Mumbai,40,176,18,31.0667519118,Pass,2.047919335577935,Rail,Route A,323.428178
haircare,SKU1643,18.44,39,775,14582.626708,Unknown,101,12,166,14,Carrier B,15.8517806876,Supplier 2,Chennai,26,1141,47,54.2027551287,Pass,2.209031529346976,Sea,Route A,377.898199
cosmetics,SKU1644,89.15,17,563,55020.417974,Male,124,15,165,3,Carrier A,14.6519657415,Supplier 2,Chennai,58,99,26,40.5421969305,Pass,1.232451277509873,Road,Route B,538.609304
cosmetics,SKU1645,93.0,67,704,69309.508827,Female,183,56,35,12,Carrier A,18.7920141797,Supplier 4,Kolkata,52,363,45,31.4058030479,Pending,1.395680422123157,Rail,Route B,976.387105
skincare,SKU1646,34.26,76,821,26986.264927,Non-binary,90,18,195,4,Carrier C,7.9070524229,Supplier 5,Chennai,12,1176,59,39.411955432,Fail,1.952910597991603,Rail,Route A,721.337609
skincare,SKU1647,58.24,10,11,700.270274,Non-binary,93,4,11,13,Carrier C,7.2467495309,Supplier 5,Kolkata,17,408,46,31.4576781199,Pending,1.557562896501934,Road,Route A,542.38532
skincare,SKU1648,43.55,23,765,33892.138338,Non-binary,123,32,73,10,Carrier C,1.5781421776,Supplier 1,Bangalore,49,927,20,40.2852980816,Pass,2.203772529265395,Road,Route B,292.403931
haircare,SKU1649,19.83,24,65,1340.093676,Male,151,47,135,6,Carrier A,12.0999736828,Supplier 4,Mumbai,59,315,40,12.8674143081,Pass,4.505666095841646,Road,Route C,384.773494
cosmetics,SKU1650,44.67,94,282,12054.513988,Unknown,172,24,101,12,Carrier A,5.2715218712,Supplier 4,Chennai,46,1273,16,70.7509896477,Pass,4.589703499340846,Road,Route C,282.429018
haircare,SKU1651,12.71,46,639,8114.441838,Female,12,46,99,1,Carrier C,7.2498087253,Supplier 4,Mumbai,51,176,23,87.552687898,Pending,4.616811376630498,Sea,Route B,588.205143
haircare,SKU1652,12.22,45,980,11560.751289,Male,53,29,130,4,Carrier C,3.0754814198,Supplier 4,Delhi,41,1181,16,53.5099238573,Pass,1.364592305656877,Sea,Route B,182.730284
skincare,SKU1653,41.77,52,380,17294.726484,Female,193,5,134,3,Carrier B,5.1861154952,Supplier 2,Chennai,38,102,16,15.667109362,Fail,3.349491517921984,Road,Route C,686.978616
skincare,SKU1654,97.38,100,137,13109.284487,Unknown,159,24,15,13,Carrier A,5.1065683948,Supplier 5,Bangalore,44,236,52,10.8636980045,Pass,4.164441264718247,Road,Route B,309.17696
cosmetics,SKU1655,79.16,50,323,25396.461972,Unknown,149,27,129,2,Carrier B,16.9314471403,Supplier 1,Chennai,24,521,49,32.3995218852,Fail,0.446124448634927,Sea,Route A,826.69779
skincare,SKU1656,22.58,84,457,9999.230276,Male,60,41,65,6,Carrier C,9.0581832819,Supplier 5,Kolkata,26,273,19,34.851050501,Pending,1.188939430304438,Road,Route C,757.780525
skincare,SKU1657,39.76,91,600,23763.243696,Male,61,19,81,4,Carrier C,2.4621427885,Supplier 2,Chennai,58,1042,36,73.5529930471,Pass,3.101079545989859,Sea,Route A,220.809998
cosmetics,SKU1658,73.23,45,841,65632.49317,Non-binary,60,36,112,1,Carrier B,9.1218947649,Supplier 2,Delhi,49,1173,5,63.1023374448,Fail,3.053783841458449,Rail,Route B,112.962364
cosmetics,SKU1659,24.78,83,283,7664.182311,Female,18,15,112,1,Carrier A,3.8897936707,Supplier 2,Mumbai,8,755,53,28.1527800537,Fail,0.425371331914632,Road,Route C,987.189464
skincare,SKU1660,55.97,63,280,17102.500922,Non-binary,141,56,117,2,Carrier B,7.1845171543,Supplier 4,Chennai,45,494,44,56.9030036862,Pass,3.380693206841977,Road,Route C,291.141608
haircare,SKU1661,37.09,58,918,31139.175808,Unknown,146,24,73,4,Carrier B,1.633274834,Supplier 2,Bangalore,33,1448,50,91.720513992,Fail,0.703385057379333,Air,Route B,780.192555
cosmetics,SKU1662,27.11,73,895,23561.175995,Unknown,65,57,18,3,Carrier C,1.8284069411,Supplier 2,Kolkata,30,530,38,82.6228138187,Pass,2.427841340015876,Rail,Route A,498.177525
haircare,SKU1663,5.9,43,851,5056.391587,Male,29,11,128,10,Carrier B,1.3253662566,Supplier 1,Delhi,35,368,59,58.7416785622,Pass,0.820129539438062,Road,Route B,178.305928
skincare,SKU1664,45.08,64,199,8283.903922,Female,23,35,192,1,Carrier A,5.0334455665,Supplier 3,Chennai,26,666,25,24.3096611904,Pending,2.891782621908691,Road,Route A,913.876575
cosmetics,SKU1665,36.98,79,231,8165.720881,Female,18,50,140,3,Carrier C,2.8748222766,Supplier 2,Mumbai,53,992,12,76.4882550788,Pending,3.967782098949515,Road,Route B,778.284354
cosmetics,SKU1666,61.91,58,183,11629.41003,Female,45,44,98,14,Carrier A,7.7814300223,Supplier 5,Delhi,30,368,17,29.9489207443,Pass,4.893354998597973,Road,Route B,482.572285
skincare,SKU1667,79.6,89,347,29859.759732,Female,194,17,11,6,Carrier C,19.4165928849,Supplier 5,Bangalore,42,422,17,91.0267407126,Pending,1.881945172077553,Road,Route B,384.623598
skincare,SKU1668,44.04,18,301,12551.235789,Female,19,7,100,8,Carrier C,3.3062948998,Supplier 1,Chennai,33,849,49,78.9713167448,Pass,0.837261093281332,Air,Route C,858.444656
skincare,SKU1669,47.91,6,880,44140.375547,Male,114,47,63,12,Carrier A,13.8549422346,Supplier 4,Bangalore,31,510,57,17.1210454369,Pending,2.682531246042899,Air,Route A,458.389278
haircare,SKU1670,65.37,50,129,8332.848787,Female,104,30,142,11,Carrier A,5.790260318,Supplier 1,Mumbai,19,1161,19,95.0281215267,Pending,4.924161220939888,Sea,Route B,743.45325
haircare,SKU1671,43.22,31,408,17658.20781,Unknown,147,4,195,13,Carrier A,6.5908747511,Supplier 4,Kolkata,45,1382,27,80.7422744845,Pass,4.560283514748522,Road,Route C,232.971318
haircare,SKU1672,79.89,59,109,8561.579479,Unknown,145,30,144,4,Carrier C,4.8806946405,Supplier 5,Kolkata,43,1434,49,56.4137170511,Fail,4.82690820840519,Rail,Route C,948.677248
skincare,SKU1673,80.3,44,583,46444.329263,Non-binary,59,53,83,11,Carrier B,12.6622745868,Supplier 2,Chennai,18,439,32,77.591072108,Pending,2.501202644638961,Road,Route B,472.059318
skincare,SKU1674,26.38,59,63,1567.505851,Unknown,192,46,29,8,Carrier B,10.8702536031,Supplier 1,Bangalore,42,864,37,26.049542451,Fail,2.739137260173987,Sea,Route C,187.710353
cosmetics,SKU1675,60.19,82,434,24831.169124,Male,55,5,90,6,Carrier C,9.4311488317,Supplier 1,Chennai,16,1402,52,73.0145912332,Pending,1.751225679768281,Air,Route C,689.983328
skincare,SKU1676,77.59,69,8,591.162863,Unknown,18,30,40,6,Carrier B,2.3242198118,Supplier 5,Bangalore,54,1014,29,16.1244149504,Pass,0.050284743141036,Rail,Route B,998.146375
skincare,SKU1677,11.72,42,346,3655.204269,Female,167,11,199,6,Carrier A,1.5807040539,Supplier 5,Kolkata,58,810,7,28.0928737299,Pass,1.704215211504535,Road,Route B,112.485761
skincare,SKU1678,89.17,67,464,37468.450822,Male,70,26,129,11,Carrier C,13.0653623314,Supplier 5,Mumbai,29,1136,14,28.7438669681,Pass,3.797221825197001,Road,Route C,148.602008
skincare,SKU1679,39.27,56,458,17430.853532,Female,88,25,188,12,Carrier B,16.4532420877,Supplier 5,Delhi,21,525,57,47.4113323381,Pass,4.875860203601286,Road,Route A,976.959849
haircare,SKU1680,22.58,75,799,19331.592242,Male,126,26,193,2,Carrier B,13.9835697265,Supplier 2,Bangalore,53,1031,50,25.5671988494,Pass,1.241101364117701,Road,Route A,598.716467
skincare,SKU1681,51.84,16,666,34441.429059,Female,104,13,96,4,Carrier C,15.4538423941,Supplier 2,Delhi,34,1047,15,52.5187034906,Pending,3.701187564497979,Rail,Route B,588.450969
cosmetics,SKU1682,37.06,28,723,25625.51178,Male,143,7,159,9,Carrier C,17.0951512463,Supplier 4,Delhi,30,1370,10,97.3369903455,Pending,1.257119068255734,Road,Route C,539.191334
cosmetics,SKU1683,79.94,85,560,45389.287775,Male,62,9,23,4,Carrier B,2.3980482556,Supplier 3,Delhi,57,988,10,23.354682715,Pass,0.170236196766329,Rail,Route B,391.483601
haircare,SKU1684,72.03,20,298,20688.828332,Female,193,38,102,14,Carrier A,12.3391371672,Supplier 2,Chennai,38,495,27,59.7354922884,Pass,0.607218337550541,Rail,Route A,843.592341
haircare,SKU1685,37.97,88,920,36860.318355,Unknown,103,35,185,3,Carrier A,6.9901690775,Supplier 1,Bangalore,22,299,24,46.8688755297,Pass,2.640637363372031,Road,Route A,361.978538
cosmetics,SKU1686,15.63,25,985,16773.353718,Male,75,20,162,11,Carrier B,2.7125624303,Supplier 2,Mumbai,58,565,27,58.6237692966,Pending,4.384945127451743,Road,Route B,458.888848
haircare,SKU1687,11.44,79,228,2446.129991,Non-binary,98,27,157,2,Carrier B,1.8956518989,Supplier 3,Chennai,37,1305,34,30.5009177463,Pending,1.389053763144999,Road,Route A,886.10782
haircare,SKU1688,29.99,11,396,12312.010181,Male,88,9,55,14,Carrier C,11.2797437962,Supplier 2,Delhi,23,179,21,35.963293801,Pass,3.795930463607154,Road,Route B,994.608125
skincare,SKU1689,14.14,85,618,9045.715421,Non-binary,5,44,161,10,Carrier B,14.1566447521,Supplier 3,Delhi,40,52,42,47.1273080067,Pass,0.244511952681218,Road,Route C,498.791712
skincare,SKU1690,95.17,21,718,63668.38588,Female,51,55,22,2,Carrier C,10.5157138039,Supplier 4,Bangalore,19,1081,54,90.0653021136,Fail,1.587374205087879,Road,Route A,718.674223
skincare,SKU1691,92.63,26,543,45579.151539,Female,94,9,140,6,Carrier B,5.2084021942,Supplier 5,Mumbai,29,995,5,12.1669901494,Pass,0.157793112506693,Rail,Route A,620.212115
cosmetics,SKU1692,14.77,32,779,11257.34782,Female,158,14,189,6,Carrier A,14.4965252266,Supplier 3,Kolkata,26,378,37,94.3012783232,Pass,2.732247636719856,Road,Route C,649.153826
cosmetics,SKU1693,39.18,20,967,38320.15774,Non-binary,64,47,93,3,Carrier B,1.5631613804,Supplier 1,Delhi,22,638,48,21.01845687,Pass,1.314221791517127,Road,Route B,590.226667
haircare,SKU1694,78.42,3,958,80441.745361,Female,197,51,193,4,Carrier B,10.5169972848,Supplier 4,Mumbai,34,1241,56,43.2915608797,Pass,0.112859662590965,Air,Route A,332.045001
haircare,SKU1695,57.77,57,635,37859.150446,Unknown,113,32,89,3,Carrier A,13.5679690565,Supplier 4,Delhi,55,1475,58,73.5073564931,Pass,0.961674856165784,Road,Route A,945.906722
cosmetics,SKU1696,81.07,44,845,65294.311725,Male,135,5,105,14,Carrier B,16.4271657051,Supplier 3,Kolkata,14,553,10,78.1191777233,Pass,3.115294531041651,Air,Route B,700.98726
haircare,SKU1697,75.82,63,903,74543.528475,Female,112,41,197,8,Carrier C,16.999191812,Supplier 5,Delhi,41,1194,59,90.8986744564,Pass,3.147577865064481,Road,Route B,204.514583
cosmetics,SKU1698,69.04,22,639,40431.491579,Male,140,56,165,9,Carrier A,11.4813941526,Supplier 5,Mumbai,29,931,27,58.4387998282,Pending,1.200743484075901,Road,Route A,725.690503
haircare,SKU1699,32.22,40,633,18572.282783,Male,27,22,179,3,Carrier B,10.6873804404,Supplier 2,Delhi,33,671,15,56.3587239343,Pass,4.985606203843387,Road,Route B,597.966708
skincare,SKU1700,66.08,70,377,25216.160363,Female,170,44,41,11,Carrier C,4.1619429166,Supplier 5,Chennai,22,1142,16,72.1945587449,Fail,0.745899782941714,Rail,Route C,458.592021
haircare,SKU1701,63.65,49,872,51820.928317,Male,194,35,176,2,Carrier A,13.4377977688,Supplier 2,Kolkata,43,883,43,49.6153862051,Pass,3.323903363510314,Rail,Route C,597.578183
cosmetics,SKU1702,49.08,49,498,24075.536646,Female,108,1,16,5,Carrier B,17.805518302,Supplier 3,Kolkata,35,1368,13,72.5784851621,Pass,0.820449730032922,Air,Route A,404.493643
haircare,SKU1703,58.85,34,900,49243.5976,Non-binary,3,50,14,11,Carrier A,9.7344806224,Supplier 4,Delhi,15,588,6,69.0693646092,Pass,0.307425662280847,Road,Route C,947.899047
haircare,SKU1704,46.4,78,769,33874.915826,Female,181,56,152,5,Carrier A,12.0122897702,Supplier 4,Delhi,50,972,14,75.7201002927,Pending,1.83679776635909,Rail,Route C,477.144775
haircare,SKU1705,14.73,25,932,14088.436457,Male,122,28,45,14,Carrier B,11.9282174934,Supplier 3,Delhi,33,1138,47,63.7153040796,Fail,3.29906969716762,Sea,Route C,379.234985
skincare,SKU1706,55.15,9,246,12316.840279,Unknown,89,53,128,8,Carrier C,8.8148302527,Supplier 2,Delhi,20,830,48,84.1035579003,Pending,3.317145411653857,Sea,Route A,471.669933
cosmetics,SKU1707,39.28,33,876,33389.438633,Female,110,35,28,7,Carrier C,6.0727378604,Supplier 2,Delhi,48,1141,11,83.9954206683,Pending,3.571328305256937,Rail,Route A,710.647478
haircare,SKU1708,71.8,74,587,45530.883724,Non-binary,146,54,197,13,Carrier C,8.3129125644,Supplier 2,Mumbai,45,1488,43,55.3062777399,Pending,4.577003267807839,Sea,Route C,158.534614
skincare,SKU1709,98.35,19,102,10220.057681,Non-binary,164,52,184,5,Carrier A,8.357046924,Supplier 4,Mumbai,19,1091,42,65.1159267183,Pass,2.28751291959629,Road,Route C,229.937948
cosmetics,SKU1710,20.61,96,826,16320.051232,Male,88,46,156,10,Carrier C,12.6296638114,Supplier 3,Kolkata,12,563,58,55.9302440898,Fail,3.518211494392689,Road,Route B,388.382592
skincare,SKU1711,70.05,72,117,7704.056583,Male,20,29,46,13,Carrier A,19.7463947407,Supplier 5,Delhi,8,937,26,88.4263412284,Pending,3.256590328966958,Rail,Route C,572.733202
cosmetics,SKU1712,32.59,47,167,5211.206543,Unknown,129,40,167,10,Carrier B,17.1492946875,Supplier 5,Chennai,44,993,32,54.1282437067,Pending,1.950625839718576,Air,Route C,288.346454
cosmetics,SKU1713,9.89,90,139,1268.376899,Non-binary,91,15,102,6,Carrier C,16.6319157708,Supplier 2,Mumbai,26,487,44,97.0994945737,Pending,1.804596023962349,Rail,Route A,156.155863
skincare,SKU1714,68.56,43,581,43813.440792,Female,119,25,161,14,Carrier C,12.1836421914,Supplier 2,Chennai,34,1148,33,68.269273236,Pass,3.454995674199889,Rail,Route B,706.893152
skincare,SKU1715,33.18,11,102,3615.968754,Female,64,52,67,10,Carrier A,12.8404762666,Supplier 1,Chennai,54,1225,31,55.8827272763,Fail,4.988744660824184,Road,Route B,544.934616
cosmetics,SKU1716,69.64,56,409,29770.620896,Unknown,164,28,151,14,Carrier C,7.881103532,Supplier 4,Delhi,45,880,46,14.4029393177,Pending,4.037343769815076,Rail,Route B,142.876849
skincare,SKU1717,98.5,75,968,92380.289999,Non-binary,121,16,115,6,Carrier C,13.6899584336,Supplier 1,Bangalore,12,495,18,65.4502812247,Pending,4.503936953670243,Road,Route C,375.899562
haircare,SKU1718,40.25,53,51,2187.817807,Non-binary,24,44,184,7,Carrier A,5.3234771238,Supplier 5,Chennai,41,1267,55,51.0426373239,Fail,3.440329230039575,Sea,Route C,488.432437
haircare,SKU1719,45.22,39,336,15246.118352,Male,54,8,51,11,Carrier B,12.6973480675,Supplier 5,Mumbai,42,1149,31,57.8221857635,Pass,3.080374091352508,Sea,Route C,556.551788
haircare,SKU1720,32.3,54,931,32122.505088,Male,40,9,169,4,Carrier A,11.8636599282,Supplier 3,Delhi,58,1227,44,56.2503068159,Pending,4.220834289227777,Sea,Route C,110.12547
haircare,SKU1721,32.48,91,931,32300.481063,Non-binary,21,19,23,5,Carrier C,3.9404134255,Supplier 2,Delhi,59,285,44,26.5930195754,Pass,1.89176686580716,Road,Route C,382.634065
haircare,SKU1722,25.55,87,349,8180.823245,Unknown,163,42,55,13,Carrier A,7.0100389032,Supplier 1,Bangalore,24,1343,24,31.7078511104,Pass,1.518876293878884,Sea,Route B,380.436041
skincare,SKU1723,21.97,68,516,12249.507305,Non-binary,185,54,90,7,Carrier B,7.3848086893,Supplier 5,Mumbai,37,273,39,22.5587666299,Pending,2.09228976329593,Sea,Route A,733.112059
skincare,SKU1724,39.08,65,829,30625.210281,Female,122,38,82,1,Carrier C,2.9831616476,Supplier 4,Bangalore,10,1496,33,23.1004107736,Pass,2.01040529005867,Road,Route B,420.035855
haircare,SKU1725,67.42,32,369,25793.565772,Male,58,14,35,6,Carrier B,10.0283434856,Supplier 5,Chennai,45,1385,24,63.4614870632,Fail,3.604208023341972,Air,Route B,639.508396
cosmetics,SKU1726,58.32,79,808,46122.735432,Male,142,45,104,11,Carrier B,7.6522435098,Supplier 4,Bangalore,13,202,51,65.4629428754,Pass,2.301395933082309,Rail,Route B,347.907675
skincare,SKU1727,38.8,40,851,35602.665318,Male,0,2,124,6,Carrier B,9.3071824255,Supplier 2,Chennai,44,334,57,93.316508896,Fail,0.054046971822899,Road,Route A,803.375397
haircare,SKU1728,71.62,9,654,44417.190851,Female,39,6,26,4,Carrier B,3.2271911757,Supplier 2,Mumbai,46,246,23,92.8919680623,Fail,2.015830939370648,Sea,Route C,828.603841
skincare,SKU1729,71.36,22,121,9343.795499,Female,28,55,128,8,Carrier C,16.651942031,Supplier 3,Chennai,37,283,9,36.1436396288,Pending,0.515528750446341,Road,Route B,467.790081
haircare,SKU1730,65.08,46,135,9541.940769,Female,186,48,114,11,Carrier C,8.3695730773,Supplier 3,Delhi,10,1329,51,64.6937350637,Fail,0.461936682774287,Air,Route B,845.120242
skincare,SKU1731,94.56,69,177,15964.924499,Male,78,51,64,5,Carrier A,17.6272171653,Supplier 3,Chennai,31,215,37,96.8048672378,Pass,2.943403515834714,Rail,Route A,169.675599
haircare,SKU1732,69.53,25,123,8920.142293,Unknown,101,18,138,6,Carrier C,8.5829111523,Supplier 2,Mumbai,29,1100,45,49.2454550883,Pass,3.393616755852747,Rail,Route C,425.532521
cosmetics,SKU1733,14.04,99,822,11778.515361,Female,134,54,148,14,Carrier B,17.4063961241,Supplier 2,Delhi,47,1259,14,51.8383333539,Pass,2.565717741996333,Road,Route A,672.048097
haircare,SKU1734,70.16,96,941,63772.113448,Unknown,120,11,99,3,Carrier A,1.5141524269,Supplier 2,Kolkata,56,840,55,82.1748064231,Fail,0.328429816123279,Rail,Route B,835.722006
haircare,SKU1735,16.68,35,511,8374.210979,Non-binary,104,52,75,6,Carrier B,15.8131240448,Supplier 2,Kolkata,22,309,41,68.7217584707,Pass,2.260617799853263,Road,Route A,783.614973
skincare,SKU1736,54.89,36,668,37780.111312,Female,78,34,156,12,Carrier B,14.0087615727,Supplier 2,Chennai,31,133,29,96.820951273,Fail,4.201496143191195,Sea,Route C,692.000746
haircare,SKU1737,20.92,85,227,4321.669399,Male,151,42,63,4,Carrier C,17.6025158853,Supplier 3,Kolkata,17,1110,58,79.5007113919,Pass,0.99415917225626,Road,Route C,453.770095
haircare,SKU1738,19.72,5,957,19812.89229,Non-binary,103,48,57,3,Carrier A,13.6894874161,Supplier 4,Chennai,42,566,9,82.8517287055,Pending,0.257777297052306,Rail,Route B,913.536148
cosmetics,SKU1739,51.17,96,201,10168.868664,Female,168,41,107,7,Carrier B,15.3223768693,Supplier 2,Kolkata,36,829,10,61.875302518,Fail,4.300950443041705,Road,Route B,774.869856
haircare,SKU1740,45.31,18,320,15447.711136,Male,114,57,91,4,Carrier C,19.2737950842,Supplier 3,Mumbai,47,502,18,37.2905452561,Fail,1.094018761396439,Air,Route C,472.806114
haircare,SKU1741,23.06,22,799,18655.608775,Female,195,3,110,9,Carrier A,7.5237709222,Supplier 4,Chennai,43,1016,53,70.9240297377,Pending,1.999649350345832,Air,Route A,272.624312
skincare,SKU1742,88.99,27,901,79435.844912,Female,61,59,198,8,Carrier B,9.3014229103,Supplier 2,Mumbai,28,1102,47,13.5438877394,Fail,4.241395643600715,Road,Route C,666.774246
skincare,SKU1743,25.23,56,478,11415.236853,Unknown,40,25,171,8,Carrier B,5.6714181432,Supplier 3,Kolkata,27,594,15,39.4677963577,Pass,2.737986617204846,Air,Route B,737.010241
cosmetics,SKU1744,12.04,72,952,12207.115267,Female,120,39,158,4,Carrier A,6.1896576365,Supplier 2,Bangalore,43,931,31,41.1469560622,Pending,4.798789398005587,Sea,Route C,905.359521
haircare,SKU1745,17.87,27,227,4046.84009,Non-binary,5,6,35,11,Carrier C,12.5744921181,Supplier 3,Chennai,42,1132,53,93.7890346532,Pending,0.114517310131921,Road,Route B,354.894064
haircare,SKU1746,24.86,75,458,12232.248879,Female,15,51,198,3,Carrier A,12.3589125024,Supplier 1,Bangalore,56,441,27,12.8560025506,Fail,1.564752621651211,Road,Route A,237.046479
skincare,SKU1747,25.04,28,512,13660.644944,Female,45,9,109,10,Carrier C,11.1030034053,Supplier 3,Mumbai,37,124,26,86.4707594809,Pass,0.394296410236462,Road,Route C,362.677515
haircare,SKU1748,51.7,62,980,50155.485213,Male,129,42,170,1,Carrier B,14.2484723404,Supplier 1,Chennai,34,543,10,52.0386367584,Pending,3.556229859873504,Sea,Route B,799.969019
skincare,SKU1749,79.28,34,930,78005.890312,Female,152,57,41,8,Carrier B,13.3872492718,Supplier 1,Kolkata,39,915,26,60.0834075481,Pass,4.452883942240002,Air,Route B,559.517807
haircare,SKU1750,35.21,77,282,10268.088372,Unknown,64,46,136,13,Carrier C,10.1547340865,Supplier 2,Bangalore,8,487,42,74.1957015612,Pass,0.094218180381117,Road,Route B,195.956422
haircare,SKU1751,69.99,12,429,31932.271888,Male,33,21,188,9,Carrier B,9.9413452218,Supplier 4,Chennai,56,810,34,26.1768836428,Pass,1.269496506567049,Sea,Route B,901.515461
cosmetics,SKU1752,39.06,10,994,36641.860605,Male,17,35,185,10,Carrier C,13.263826378,Supplier 5,Mumbai,39,410,31,63.0813699861,Fail,4.610160843284172,Sea,Route A,837.012049
skincare,SKU1753,11.96,19,325,3664.289811,Female,107,38,22,1,Carrier A,9.3005854036,Supplier 1,Bangalore,28,1141,11,21.9862416434,Fail,4.024162843840414,Rail,Route A,717.97128
cosmetics,SKU1754,77.54,47,367,29828.789971,Male,20,26,50,8,Carrier C,2.1448885266,Supplier 3,Delhi,25,154,15,12.5951658471,Pending,4.455118814769158,Road,Route C,396.940266
haircare,SKU1755,57.82,12,718,45016.108494,Female,59,7,89,12,Carrier C,15.4231711008,Supplier 3,Chennai,54,236,7,83.4765334753,Pass,4.907326121595681,Road,Route B,429.567986
cosmetics,SKU1756,54.09,7,512,28114.770083,Male,194,28,24,5,Carrier B,14.4036736583,Supplier 2,Mumbai,43,1349,5,53.4048439759,Fail,2.898643282557262,Road,Route B,197.159437
skincare,SKU1757,75.35,70,935,67218.767276,Non-binary,8,27,55,6,Carrier C,19.3307044653,Supplier 5,Mumbai,8,367,44,70.9073312557,Pass,0.620952166203944,Road,Route B,942.073421
